rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride14949,Andheri,Bandra,8.74,UberPool,319.19,driver290,cust1245,12.14,2021-06-20 08:06:50
ride14950,Sion,Bandra,15.36,UberPool,66.61,driver250,cust956,39.78,2020-08-23 12:03:55
ride14951,Juhu,Andheri,4.36,OlaMicro,1774.01,driver93,cust579,40.73,2020-09-22 12:58:03
ride14952,Kurla,Borivali,14.39,OlaMicro,1525.71,driver219,cust978,49.78,2020-09-06 06:55:24
ride14953,Colaba,Thane,10.49,UberPool,1588.08,driver380,cust1086,21.76,2020-10-19 22:17:10
ride14954,Andheri,Dadar,4.77,OlaMicro,325.67,driver328,cust1613,26.17,2021-02-06 08:12:37
ride14955,Juhu,Colaba,12.73,UberX,346.86,driver104,cust830,34.74,2022-12-06 17:31:15
ride14956,Borivali,Thane,8.11,UberPool,1979.17,driver97,cust1453,35.66,2021-09-16 22:25:19
ride14957,Versova,Borivali,17.68,UberX,648.59,driver136,cust1501,24.94,2023-04-27 16:22:37
ride14958,Malad,South Mumbai,15.36,UberPool,1116.99,driver161,cust1948,46.6,2020-07-20 09:32:58
ride14959,Borivali,Sion,7.75,UberPool,322.39,driver443,cust2139,49.58,2022-02-25 06:34:32
ride14960,Colaba,Sion,14.19,UberX,221.09,driver369,cust644,40.99,2021-12-18 04:13:53
ride14961,Colaba,Juhu,16.04,UberX,1556.64,driver380,cust1421,14.64,2024-05-20 22:53:52
ride14962,Bandra,Sion,1.14,UberPool,393.58,driver136,cust2153,15.06,2024-01-17 19:42:49
ride14963,Borivali,Colaba,4.4,OlaMicro,1795.17,driver49,cust1695,42.99,2024-02-09 13:15:59
ride14964,South Mumbai,Juhu,3.42,UberPool,1916.24,driver186,cust2112,28.08,2022-11-25 20:17:12
ride14965,Malad,Dadar,1.9,OlaMicro,1160.73,driver245,cust1892,33.28,2022-08-31 23:28:20
ride14966,Andheri,Andheri,4.85,OlaMicro,1773.38,driver487,cust2072,14.66,2020-08-01 14:01:26
ride14967,Kurla,Dadar,9.49,OlaMicro,440.96,driver130,cust1590,34.57,2020-05-30 21:04:04
ride14968,Vashi,Kurla,2.89,OlaMicro,1674.27,driver99,cust661,36.93,2020-01-18 01:47:04
ride14969,Ghatkopar,Kurla,8.74,UberX,1196.37,driver166,cust1658,45.14,2020-06-05 17:48:22
ride14970,Colaba,Dadar,18.8,UberX,817.15,driver262,cust2148,22.87,2021-10-27 10:14:56
ride14971,Bandra,Juhu,18.37,OlaMicro,1932.89,driver129,cust782,49.51,2022-08-16 12:17:51
ride14972,Bandra,Versova,1.69,UberPool,286.96,driver41,cust1693,42.32,2024-05-16 19:28:10
ride14973,Vashi,Bandra,19.99,UberPool,1644.17,driver246,cust2022,23.61,2023-02-17 06:23:46
ride14974,Thane,Vashi,4.24,UberX,1121.06,driver226,cust1890,32.06,2023-10-20 09:12:30
ride14975,South Mumbai,Thane,18.21,UberPool,1304.87,driver311,cust60,41.0,2022-11-14 06:02:21
ride14976,Vashi,Thane,19.61,OlaMicro,1653.61,driver186,cust1776,32.43,2023-10-05 02:35:37
ride14977,Malad,Versova,1.57,UberPool,802.12,driver173,cust1400,34.55,2020-05-04 01:43:50
ride14978,Juhu,Thane,11.82,UberX,1315.61,driver269,cust460,20.21,2021-06-30 11:29:04
ride14979,Bandra,South Mumbai,2.27,UberX,1825.26,driver364,cust992,13.65,2023-09-07 05:32:48
ride14980,Andheri,Vashi,11.78,UberPool,661.38,driver505,cust892,32.38,2020-01-07 00:06:52
ride14981,Juhu,Vashi,8.2,OlaMicro,972.76,driver400,cust1979,23.64,2022-01-21 09:23:09
ride14982,Andheri,Kurla,13.06,OlaMicro,1815.68,driver302,cust1325,33.6,2020-11-06 03:30:12
ride14983,Kandivali,Kandivali,6.86,UberX,515.78,driver350,cust1015,14.15,2024-05-05 01:24:18
ride14984,Bandra,Malad,19.91,OlaMicro,1693.62,driver432,cust570,32.91,2024-07-10 03:22:17
ride14985,South Mumbai,Thane,16.37,UberX,461.41,driver505,cust548,18.15,2021-07-26 18:46:58
ride14986,South Mumbai,Kandivali,14.74,OlaMicro,1044.32,driver216,cust1816,22.42,2020-12-13 08:55:11
ride14987,Andheri,Colaba,17.91,OlaMicro,1937.94,driver41,cust889,46.85,2023-10-06 19:28:51
ride14988,Colaba,Ghatkopar,8.29,UberPool,1617.75,driver29,cust964,49.54,2022-02-02 15:54:20
ride14989,Borivali,Colaba,10.26,UberPool,1110.32,driver322,cust460,38.45,2023-11-11 13:15:47
ride14990,Kurla,Sion,5.42,UberPool,987.27,driver453,cust649,10.31,2020-09-18 09:31:38
ride14991,Vashi,Bandra,7.46,OlaMicro,735.15,driver249,cust397,38.67,2023-06-25 04:42:56
ride14992,Ghatkopar,Juhu,7.88,UberX,903.67,driver474,cust137,39.43,2023-04-08 02:25:54
ride14993,Sion,Vashi,7.02,OlaMicro,901.41,driver232,cust297,40.78,2021-02-20 16:49:49
ride14994,Sion,Juhu,4.45,OlaMicro,134.28,driver386,cust1365,17.82,2023-03-16 19:29:31
ride14995,Juhu,Malad,14.21,UberPool,203.78,driver450,cust2147,33.75,2021-11-08 08:48:00
ride14996,Juhu,Vashi,2.2,UberPool,1755.67,driver513,cust1148,30.13,2022-02-10 21:04:35
ride14997,Kurla,Malad,9.05,UberPool,1844.45,driver271,cust1284,24.68,2022-07-29 03:18:17
ride14998,South Mumbai,Versova,17.59,UberPool,701.47,driver473,cust1052,37.17,2023-01-18 12:50:03
ride14999,Borivali,Vashi,19.38,UberX,1838.75,driver68,cust303,40.91,2024-06-02 15:19:15
ride15000,Ghatkopar,Dadar,17.42,OlaMicro,1130.33,driver429,cust470,21.17,2024-05-16 18:33:05
ride15001,Dadar,Thane,14.82,OlaMicro,675.19,driver11,cust847,21.82,2023-04-25 12:27:59
ride15002,Versova,Bandra,19.57,UberPool,1906.18,driver123,cust687,39.12,2021-11-25 06:27:27
ride15003,Malad,Bandra,16.27,UberPool,1051.37,driver459,cust838,22.36,2020-06-27 21:30:06
ride15004,Juhu,Ghatkopar,19.18,OlaMicro,1618.47,driver400,cust1938,43.36,2022-01-10 21:32:20
ride15005,Versova,Andheri,13.4,OlaMicro,361.76,driver206,cust421,18.92,2024-03-28 15:27:15
ride15006,South Mumbai,Colaba,14.65,UberX,1400.92,driver215,cust2183,35.49,2021-02-19 13:12:43
ride15007,Bandra,Kurla,18.5,UberX,1457.85,driver162,cust2203,43.41,2023-05-19 21:21:05
ride15008,Thane,Juhu,10.49,UberPool,1242.18,driver150,cust1501,31.31,2020-07-22 05:01:38
ride15009,Juhu,Sion,13.03,UberPool,773.37,driver521,cust1146,13.21,2024-03-30 11:51:37
ride15010,Versova,Juhu,5.68,UberPool,1268.79,driver479,cust1156,37.92,2022-04-27 08:45:54
ride15011,Kurla,Sion,7.52,OlaMicro,276.55,driver165,cust229,36.46,2023-06-15 23:09:34
ride15012,Bandra,Ghatkopar,15.45,UberX,71.29,driver34,cust428,34.38,2020-10-21 13:12:12
ride15013,Malad,Bandra,13.71,OlaMicro,856.02,driver15,cust52,26.29,2020-01-20 08:50:43
ride15014,Dadar,Andheri,15.05,UberPool,1271.34,driver357,cust1000,36.69,2023-02-09 20:20:11
ride15015,Andheri,Borivali,16.26,UberX,1083.76,driver66,cust497,14.1,2023-04-29 06:25:14
ride15016,Borivali,South Mumbai,1.61,UberX,1961.95,driver403,cust510,26.42,2023-05-18 02:28:12
ride15017,Ghatkopar,Vashi,1.09,UberX,919.86,driver118,cust711,43.99,2023-01-12 07:45:56
ride15018,Malad,Borivali,14.07,OlaMicro,152.4,driver275,cust2074,18.7,2021-04-01 04:21:03
ride15019,Andheri,South Mumbai,6.26,UberPool,1659.29,driver135,cust895,40.72,2021-04-21 15:41:32
ride15020,Vashi,Ghatkopar,5.93,UberPool,1107.16,driver271,cust1364,23.38,2024-01-07 00:17:39
ride15021,Thane,Borivali,9.65,UberPool,1707.66,driver512,cust1584,19.52,2023-07-28 19:56:28
ride15022,Bandra,Vashi,7.59,OlaMicro,1636.8,driver80,cust1747,23.37,2020-11-24 20:21:52
ride15023,South Mumbai,Juhu,17.51,UberPool,905.43,driver22,cust522,12.68,2020-11-03 14:45:48
ride15024,Versova,Ghatkopar,2.5,UberX,1483.05,driver347,cust880,34.17,2022-01-16 20:36:45
ride15025,Juhu,Ghatkopar,12.67,OlaMicro,915.31,driver6,cust1823,28.53,2021-06-03 06:30:02
ride15026,Dadar,Sion,19.65,UberX,244.63,driver471,cust380,43.59,2021-12-12 04:14:59
ride15027,Colaba,Kandivali,6.26,UberX,1650.12,driver41,cust2217,18.39,2021-07-27 13:34:43
ride15028,Bandra,Juhu,3.14,OlaMicro,1599.6,driver516,cust2039,13.54,2022-06-03 02:48:46
ride15029,Bandra,Kandivali,8.41,UberX,1701.15,driver104,cust1576,49.84,2023-03-28 00:14:35
ride15030,Borivali,Juhu,12.96,UberPool,249.78,driver186,cust1281,29.06,2024-01-02 09:47:34
ride15031,Vashi,Kurla,16.41,OlaMicro,125.37,driver31,cust57,39.34,2024-04-09 06:45:21
ride15032,Andheri,Dadar,6.8,UberPool,75.52,driver9,cust221,41.53,2024-02-23 13:46:11
ride15033,Sion,Colaba,2.35,OlaMicro,90.91,driver65,cust1352,19.86,2024-07-09 19:26:39
ride15034,Malad,Versova,15.09,UberX,556.91,driver41,cust886,45.41,2020-04-24 08:26:47
ride15035,Dadar,Sion,18.79,OlaMicro,359.87,driver102,cust1782,37.82,2020-10-18 12:37:04
ride15036,Malad,Kurla,13.38,OlaMicro,725.99,driver488,cust1659,11.0,2021-06-25 05:34:28
ride15037,Dadar,Thane,18.63,UberX,497.85,driver220,cust563,21.8,2023-04-24 19:36:39
ride15038,Vashi,Vashi,8.38,UberX,366.79,driver214,cust1005,32.57,2024-07-31 23:06:24
ride15039,Colaba,Thane,4.29,OlaMicro,982.48,driver222,cust1827,42.15,2021-11-23 14:32:13
ride15040,South Mumbai,Vashi,13.16,UberPool,301.49,driver349,cust1637,43.24,2021-10-07 17:03:38
ride15041,Borivali,Juhu,7.01,UberPool,784.59,driver81,cust345,15.8,2023-06-17 15:46:01
ride15042,Borivali,Juhu,17.23,UberPool,1305.41,driver499,cust671,32.57,2022-02-01 02:24:30
ride15043,Bandra,Malad,1.69,UberPool,465.17,driver513,cust459,38.58,2024-03-01 00:52:36
ride15044,Ghatkopar,Thane,14.25,OlaMicro,1428.24,driver496,cust1736,43.38,2021-04-15 17:54:55
ride15045,Borivali,Thane,6.82,UberPool,54.93,driver252,cust833,28.79,2023-12-29 22:17:34
ride15046,Andheri,Kurla,19.75,OlaMicro,240.21,driver104,cust1650,32.09,2020-11-08 06:58:31
ride15047,Kandivali,Dadar,7.78,OlaMicro,814.68,driver439,cust1308,43.6,2021-09-07 02:00:00
ride15048,Andheri,Malad,6.32,OlaMicro,376.52,driver129,cust2105,41.84,2022-06-17 17:32:01
ride15049,Malad,Vashi,7.88,UberX,313.71,driver413,cust1018,40.46,2023-05-22 03:46:13
ride15050,Kurla,Kandivali,2.48,OlaMicro,1799.39,driver488,cust1075,37.81,2022-06-12 17:42:19
ride15051,Colaba,Borivali,16.11,UberPool,632.51,driver317,cust1905,24.74,2024-03-30 16:16:41
ride15052,Colaba,Kandivali,17.15,UberPool,661.53,driver172,cust1906,41.45,2021-10-26 22:21:26
ride15053,Colaba,Borivali,11.56,UberX,1077.09,driver67,cust432,24.89,2023-08-23 01:09:49
ride15054,South Mumbai,Andheri,12.93,UberPool,1411.29,driver380,cust497,43.94,2021-02-19 23:02:13
ride15055,Versova,Andheri,14.65,OlaMicro,531.64,driver354,cust1998,19.03,2023-10-23 20:52:24
ride15056,Juhu,Kurla,10.05,UberX,806.53,driver282,cust1598,37.29,2024-06-29 09:37:05
ride15057,Vashi,Juhu,7.48,UberPool,1488.77,driver130,cust758,33.06,2023-05-16 09:08:31
ride15058,Colaba,Juhu,1.61,UberPool,312.26,driver440,cust1895,12.37,2020-11-17 03:35:12
ride15059,Borivali,Bandra,16.57,OlaMicro,1434.54,driver91,cust1369,38.95,2023-02-11 20:25:13
ride15060,Sion,Versova,19.8,OlaMicro,1380.62,driver346,cust751,18.98,2022-08-10 00:12:23
ride15061,Sion,Kandivali,11.81,UberPool,1373.54,driver506,cust1377,27.19,2024-07-13 19:58:57
ride15062,Ghatkopar,Kandivali,9.82,UberPool,1735.2,driver143,cust683,42.11,2021-03-01 22:25:28
ride15063,Dadar,Dadar,1.71,UberX,528.54,driver512,cust1018,27.37,2023-05-11 21:49:36
ride15064,Andheri,Thane,1.72,OlaMicro,1727.72,driver50,cust1576,30.04,2024-05-14 20:52:30
ride15065,Vashi,Thane,15.34,OlaMicro,1893.36,driver363,cust316,10.52,2020-03-14 22:49:04
ride15066,Colaba,Borivali,5.26,OlaMicro,1354.66,driver40,cust304,33.93,2020-12-20 09:47:55
ride15067,Bandra,Thane,4.56,UberX,1567.58,driver42,cust1339,42.06,2024-04-19 08:42:37
ride15068,Malad,Thane,7.63,UberX,514.23,driver381,cust110,30.76,2021-04-12 16:49:22
ride15069,Malad,Kandivali,8.91,UberX,445.08,driver286,cust1973,34.92,2021-02-03 10:08:17
ride15070,Dadar,Andheri,9.8,UberX,1315.79,driver422,cust1590,22.53,2023-01-07 21:50:39
ride15071,Sion,Kurla,4.74,UberPool,142.94,driver451,cust1112,44.96,2024-04-10 09:36:07
ride15072,Andheri,Andheri,16.68,OlaMicro,1922.17,driver296,cust1918,28.24,2022-03-05 06:03:52
ride15073,Dadar,Juhu,13.43,UberPool,1126.97,driver469,cust2149,10.83,2020-03-07 05:28:14
ride15074,Malad,Malad,16.41,UberPool,611.56,driver35,cust233,43.98,2024-03-26 11:56:50
ride15075,Kandivali,Borivali,19.35,UberPool,614.9,driver476,cust1507,11.38,2020-12-01 22:01:00
ride15076,Colaba,Malad,19.37,OlaMicro,103.91,driver340,cust1955,25.48,2023-02-05 22:48:30
ride15077,Sion,Borivali,15.91,UberPool,1892.05,driver518,cust1128,14.12,2022-09-12 14:40:35
ride15078,Versova,Andheri,5.61,UberPool,863.68,driver135,cust603,34.47,2024-04-25 03:32:19
ride15079,Dadar,Colaba,9.56,UberPool,1756.82,driver513,cust483,22.67,2023-01-09 14:58:36
ride15080,Colaba,Bandra,10.65,UberPool,194.01,driver227,cust751,20.53,2023-04-30 09:25:11
ride15081,Andheri,Andheri,13.48,OlaMicro,415.9,driver147,cust1269,37.77,2020-07-17 13:44:54
ride15082,Andheri,Dadar,10.26,UberPool,1127.35,driver246,cust923,46.65,2020-12-04 20:14:43
ride15083,Sion,Andheri,14.1,UberPool,1651.45,driver114,cust600,29.91,2022-09-27 16:39:23
ride15084,Malad,Kurla,12.83,UberX,234.66,driver257,cust2111,19.94,2023-01-31 18:02:59
ride15085,South Mumbai,Colaba,16.28,OlaMicro,341.36,driver302,cust402,28.16,2020-04-05 22:53:43
ride15086,Bandra,Colaba,7.91,UberPool,1250.29,driver461,cust1445,37.0,2023-02-17 03:22:29
ride15087,Versova,Ghatkopar,19.2,UberPool,1402.95,driver5,cust120,42.77,2020-08-01 07:37:46
ride15088,Versova,Kandivali,5.07,UberX,330.69,driver66,cust415,38.02,2020-01-23 12:16:39
ride15089,Thane,Juhu,16.13,UberX,244.43,driver371,cust1865,40.32,2020-10-15 17:00:33
ride15090,Vashi,Kurla,14.45,UberX,104.15,driver340,cust378,43.2,2023-07-08 05:38:51
ride15091,Andheri,Sion,14.94,UberX,1290.06,driver404,cust1405,37.84,2024-06-27 17:36:38
ride15092,Sion,Versova,14.79,UberX,513.62,driver71,cust548,12.24,2023-11-15 14:36:49
ride15093,Dadar,Kandivali,13.08,UberPool,824.4,driver476,cust1681,17.02,2024-04-05 12:13:03
ride15094,Colaba,Vashi,18.08,UberPool,61.87,driver354,cust1367,26.76,2023-05-27 22:07:40
ride15095,Colaba,Versova,15.02,UberX,59.79,driver187,cust1183,33.27,2024-04-22 12:25:02
ride15096,Malad,Kurla,6.3,UberX,688.61,driver506,cust2072,17.14,2022-02-24 16:23:06
ride15097,Juhu,Dadar,15.49,UberX,301.01,driver352,cust1461,20.53,2023-04-10 09:08:34
ride15098,Kurla,Andheri,5.82,OlaMicro,80.36,driver465,cust1102,11.28,2023-11-04 15:45:44
ride15099,Thane,Dadar,6.0,UberPool,293.31,driver75,cust970,47.11,2021-02-20 01:16:58
ride15100,Kurla,Andheri,16.58,UberPool,1463.05,driver111,cust1731,24.47,2022-05-08 05:11:52
ride15101,Thane,Colaba,15.36,OlaMicro,703.24,driver49,cust1152,12.59,2022-06-15 10:32:08
ride15102,Kurla,Vashi,7.89,UberX,846.04,driver508,cust314,30.88,2024-07-20 20:43:32
ride15103,Thane,Sion,14.06,UberPool,53.3,driver503,cust415,18.55,2023-06-02 21:04:17
ride15104,Kandivali,Sion,16.99,UberX,83.26,driver462,cust1900,16.76,2021-11-22 22:12:26
ride15105,Juhu,Versova,11.96,OlaMicro,1639.6,driver405,cust647,17.49,2020-11-16 16:22:26
ride15106,Malad,Versova,6.97,UberPool,1420.89,driver244,cust1346,27.26,2022-05-20 15:20:27
ride15107,South Mumbai,Bandra,19.4,UberX,1180.29,driver390,cust1059,16.86,2020-03-03 23:45:10
ride15108,Andheri,Kandivali,19.76,UberX,496.89,driver120,cust1136,19.87,2024-04-04 22:54:00
ride15109,Borivali,Sion,11.0,UberPool,555.52,driver124,cust1348,26.56,2021-09-25 17:39:09
ride15110,Thane,Versova,5.3,UberPool,187.91,driver369,cust1340,22.4,2023-03-17 07:53:31
ride15111,Kurla,Sion,11.45,OlaMicro,1783.83,driver501,cust1136,49.02,2021-06-03 09:39:29
ride15112,Borivali,Colaba,11.86,UberX,1922.86,driver52,cust553,21.45,2022-05-25 14:01:06
ride15113,Dadar,Versova,8.48,UberPool,1194.71,driver159,cust1720,39.08,2020-04-15 21:26:17
ride15114,Borivali,Kurla,18.6,UberX,680.78,driver76,cust815,20.78,2024-08-01 06:43:55
ride15115,Sion,Colaba,2.77,UberPool,860.75,driver507,cust2015,33.88,2024-08-23 21:37:08
ride15116,Dadar,Juhu,2.13,UberX,1567.0,driver149,cust1774,26.34,2024-10-11 10:55:07
ride15117,Ghatkopar,Kandivali,12.87,OlaMicro,650.36,driver154,cust1241,27.03,2023-01-10 18:07:32
ride15118,Ghatkopar,Vashi,6.44,UberX,57.86,driver328,cust1468,31.74,2023-01-15 12:03:06
ride15119,Vashi,Colaba,7.04,UberX,980.16,driver16,cust1789,26.16,2024-08-21 22:11:41
ride15120,Juhu,Kurla,14.28,OlaMicro,1032.48,driver368,cust447,17.63,2020-07-17 07:14:19
ride15121,Vashi,South Mumbai,12.25,UberPool,1404.68,driver330,cust809,31.7,2022-06-13 17:06:42
ride15122,Colaba,Thane,10.52,UberX,238.56,driver123,cust1778,30.68,2023-04-16 10:20:22
ride15123,Thane,Bandra,11.22,UberPool,898.99,driver418,cust1865,16.53,2023-03-03 07:33:40
ride15124,Bandra,South Mumbai,17.95,UberPool,354.51,driver242,cust299,12.73,2020-11-12 05:10:00
ride15125,South Mumbai,Bandra,9.47,OlaMicro,212.86,driver70,cust1008,48.04,2021-01-30 11:26:47
ride15126,Andheri,Sion,16.87,OlaMicro,1405.35,driver448,cust243,17.4,2020-01-29 16:56:26
ride15127,Dadar,Andheri,10.56,UberPool,368.49,driver138,cust934,42.33,2023-09-08 14:46:52
ride15128,Sion,Malad,12.78,OlaMicro,1346.53,driver343,cust1453,23.27,2020-10-24 18:22:46
ride15129,Malad,Borivali,13.05,OlaMicro,652.68,driver448,cust937,10.18,2023-01-29 09:10:39
ride15130,Dadar,Kandivali,11.06,UberX,896.65,driver15,cust2192,13.92,2023-05-24 05:30:34
ride15131,Versova,Juhu,19.92,OlaMicro,188.8,driver67,cust1677,39.92,2020-06-08 06:53:22
ride15132,Versova,Dadar,11.4,UberX,1567.0,driver489,cust776,28.7,2024-01-06 02:25:02
ride15133,Kurla,Andheri,18.78,UberX,1304.37,driver417,cust1584,45.29,2022-06-04 00:41:44
ride15134,Vashi,Dadar,17.23,UberPool,125.95,driver429,cust2193,38.44,2022-02-10 10:51:20
ride15135,Bandra,Malad,8.0,UberPool,640.09,driver293,cust680,13.76,2024-03-04 16:49:55
ride15136,Kurla,South Mumbai,14.63,UberPool,100.79,driver514,cust1022,44.2,2021-01-25 18:47:44
ride15137,Kandivali,Ghatkopar,15.23,OlaMicro,124.36,driver434,cust2057,19.59,2020-01-08 21:56:36
ride15138,Andheri,Malad,15.85,UberPool,1622.73,driver11,cust1689,38.33,2021-06-11 10:36:58
ride15139,Bandra,Dadar,12.51,UberX,1633.21,driver195,cust1841,20.2,2024-09-24 13:29:10
ride15140,Bandra,Borivali,7.41,UberPool,1051.7,driver261,cust1632,40.31,2021-03-20 21:20:19
ride15141,Kurla,Kandivali,9.61,UberX,1299.48,driver472,cust2037,49.83,2021-10-14 21:43:41
ride15142,Versova,Juhu,11.62,UberX,753.48,driver277,cust862,49.6,2020-04-24 22:55:01
ride15143,Colaba,Borivali,10.78,OlaMicro,1734.57,driver98,cust119,45.79,2020-12-06 03:14:40
ride15144,Kandivali,South Mumbai,12.61,UberX,1069.17,driver2,cust1149,23.85,2020-04-14 02:45:37
ride15145,Kurla,Dadar,16.93,UberX,751.66,driver498,cust72,34.67,2022-01-28 16:13:52
ride15146,Dadar,Juhu,6.99,UberX,1296.32,driver174,cust2147,47.84,2023-10-24 18:05:13
ride15147,Malad,Versova,17.86,OlaMicro,1314.59,driver288,cust2031,21.04,2020-04-15 09:05:25
ride15148,Juhu,Dadar,15.49,UberPool,1952.29,driver497,cust97,42.21,2020-12-23 07:27:18
ride15149,Dadar,Sion,12.55,OlaMicro,1105.44,driver109,cust693,38.88,2021-06-23 19:22:23
ride15150,Dadar,Malad,8.02,UberPool,1829.43,driver427,cust430,12.98,2020-11-12 03:07:55
ride15151,Borivali,South Mumbai,18.67,UberPool,1444.55,driver335,cust507,49.82,2023-04-26 12:47:32
ride15152,Vashi,Thane,13.66,UberPool,365.6,driver463,cust132,21.58,2021-12-14 14:44:16
ride15153,Dadar,Thane,12.21,UberPool,1547.35,driver398,cust113,41.11,2024-04-28 17:32:30
ride15154,Kurla,Juhu,1.82,OlaMicro,524.9,driver36,cust1223,38.26,2024-03-31 02:10:45
ride15155,Dadar,Kurla,9.04,UberX,963.88,driver492,cust1620,41.63,2020-04-05 19:26:39
ride15156,South Mumbai,Kurla,5.56,UberPool,730.01,driver294,cust531,19.55,2022-08-01 15:01:28
ride15157,Kurla,Borivali,9.62,UberX,923.45,driver115,cust1038,35.89,2023-01-31 15:24:03
ride15158,Bandra,Sion,15.25,UberPool,94.65,driver137,cust1137,37.7,2023-01-31 04:49:33
ride15159,Andheri,Malad,13.09,OlaMicro,1592.8,driver357,cust286,31.44,2021-02-01 23:55:17
ride15160,Andheri,Andheri,12.69,UberPool,1179.41,driver191,cust945,22.21,2023-06-24 21:22:21
ride15161,Ghatkopar,Juhu,15.6,OlaMicro,664.85,driver43,cust274,43.57,2021-10-21 12:52:35
ride15162,Colaba,Colaba,4.85,OlaMicro,1296.02,driver117,cust701,26.48,2020-04-03 15:55:39
ride15163,Malad,Ghatkopar,7.79,OlaMicro,1452.26,driver41,cust1851,24.72,2024-09-07 14:42:16
ride15164,Dadar,Thane,2.09,UberPool,948.15,driver295,cust1867,24.65,2023-03-03 01:26:54
ride15165,Colaba,Andheri,12.99,UberX,351.29,driver132,cust1748,12.39,2020-01-31 13:16:10
ride15166,Kandivali,Juhu,15.29,UberX,482.17,driver432,cust700,17.9,2020-01-13 14:08:52
ride15167,Juhu,Sion,8.23,UberX,1437.27,driver262,cust1540,16.97,2023-04-07 03:12:31
ride15168,South Mumbai,Malad,17.24,OlaMicro,1817.69,driver98,cust1597,25.96,2024-05-25 09:26:27
ride15169,Kurla,Malad,11.91,UberPool,556.68,driver504,cust364,35.94,2021-06-18 03:30:24
ride15170,Malad,Sion,7.7,UberX,772.78,driver237,cust545,24.17,2024-05-26 21:18:18
ride15171,Kandivali,Dadar,14.8,OlaMicro,528.57,driver348,cust1134,24.64,2021-09-18 04:49:18
ride15172,Bandra,South Mumbai,2.45,UberX,1458.64,driver294,cust1512,29.51,2022-04-07 07:29:52
ride15173,Dadar,Kandivali,11.97,UberPool,200.07,driver42,cust1779,25.09,2022-09-10 09:20:02
ride15174,Dadar,South Mumbai,16.53,UberX,1298.56,driver52,cust1632,28.58,2023-07-21 13:11:57
ride15175,Versova,Colaba,3.92,OlaMicro,578.68,driver304,cust186,49.16,2024-01-25 16:15:06
ride15176,Kandivali,Kurla,12.74,UberPool,569.26,driver503,cust44,34.81,2020-04-07 11:14:38
ride15177,Versova,South Mumbai,5.3,UberPool,1035.97,driver74,cust1010,16.36,2020-08-20 00:46:26
ride15178,Borivali,Borivali,17.15,UberPool,1309.33,driver396,cust1254,33.87,2022-07-22 09:46:03
ride15179,Bandra,Malad,1.63,OlaMicro,1666.48,driver442,cust1431,19.66,2023-02-12 16:07:46
ride15180,Kandivali,South Mumbai,13.67,OlaMicro,616.89,driver387,cust804,32.62,2020-06-29 18:09:04
ride15181,Dadar,Borivali,6.58,OlaMicro,1378.3,driver359,cust2132,25.97,2023-02-15 23:25:14
ride15182,Thane,Kurla,9.62,OlaMicro,1000.04,driver416,cust1371,24.56,2021-12-16 19:49:52
ride15183,Malad,Sion,18.88,UberPool,698.33,driver109,cust1347,13.06,2020-04-17 23:01:45
ride15184,Dadar,Vashi,3.35,UberPool,1293.09,driver246,cust1522,19.75,2023-05-01 14:59:15
ride15185,Juhu,Andheri,1.68,UberPool,1209.98,driver405,cust917,21.59,2022-09-15 05:08:14
ride15186,Ghatkopar,Colaba,6.35,OlaMicro,1392.67,driver407,cust1605,47.63,2024-07-10 05:55:04
ride15187,Colaba,Bandra,4.4,UberPool,1824.48,driver403,cust1701,14.94,2020-09-16 14:40:25
ride15188,Malad,Kandivali,2.49,UberX,633.86,driver483,cust883,16.0,2022-10-21 20:30:40
ride15189,Versova,Vashi,11.17,OlaMicro,1077.41,driver98,cust2090,15.12,2023-12-20 03:34:21
ride15190,Kandivali,Ghatkopar,6.19,UberX,1260.33,driver423,cust1329,44.91,2023-07-14 05:07:44
